sira,sure,ayet,metin,hoca
769,5,100,"Let them know that good and bad are not the same. Even if the prevalence of evil (such as pornography, rampant divorce, adultery, etc.) impress you, you (who are given the brain to think) have to respect [the law of] the Lord, so that you may succeed.",Bijan Moeinian
770,5,101,"O’ Believers, do not ask [useless & unnecessary] questions about matters, which, if explained in detail, would cause hardship upon you (such as whether or not one should go to the Pilgrimage of Mecca only once or once a year. ) If you ask them when Qur’an is being revealed [or perhaps when it is being penetrated in your heart,] the answers will be made known to you. God has forgiven you for what you have done up to this point as He is Forgiving and Understanding.",Bijan Moeinian
771,5,102,Some people before you asked such questions; then they were driven toward the disbelief in account of their very own questions [as they could not face the answers. ],Bijan Moeinian
772,5,103,"God has never ordained your superstitious practices such as: splitting the ear of a camel whose fifth new born is a male, to let loose a camel as a fulfillment of a vow, not to use the first born twin camel or respect the he-camel as soon as his ""grandson"" grows up and fits for riding! These practices are falsely attributed to the Lord and most disbelievers follow it blind folded without thinking about them.",Bijan Moeinian
773,5,104,"When it is said to them: ""Follow the laws of the Lord which is revealed to the Prophet, "" they reply: “We prefer to follow our forefathers way of life [even though it implies nonsense such as the above mentioned practices. ]” What if their forefathers knew nothing and their “way of life” would lead them nowhere?",Bijan Moeinian
774,5,105,"‘O Believers, you are only responsible for your own soul [even though it is a part of Islam to advise people against wrongdoings. ] The others’ wrongdoings will not be reflected in your account. Know that you will all return to the Lord and He will remind you of what you were doing.",Bijan Moeinian
775,5,106,"O’ Believers, make a will in preparation of death and take two righteous/ trustworthy Muslims as your witness. In case of emergency (say in a foreign land), you may take two non-Muslims as witnesses to your will. If there is any dispute about the inheritance, detain the witnesses in the mosque after the Prayer and ask them to swear by God saying: ""We will not testify to gain something personal and we will say the whole truth even though the heirs may be our relatives; otherwise, we would be sinners.""",Bijan Moeinian
776,5,107,"If the witnesses are found to be guilty of this same sin, then choose two witnesses among those who were the victims to their false testimony. The latter should say: ""By Lord our testimony is the whole truth and, if we lie, we will be among the unjust people in the sight of God.""",Bijan Moeinian
777,5,108,It is expected that in this manner the people will say the whole truth for the fear of their reputation being at stake as it may be challenged by the others’ testimonies. Fear the Lord and listen to Him. Know that the Lord will not guide the corrupt people.,Bijan Moeinian
778,5,109,"The Day will come when God will ask His Prophets: ""What kind of response did you receive?"" They will reply: “We do not know [what was in the heart of the believers]; only You have the full knowledge of all secrets. ”",Bijan Moeinian
779,5,110,"Then the Lord will [turn to Jesus and] say: ""O Jesus, son of Mary, remember how I showered you and your mother with my blessings: I ordered Holy Spirit to help you; then you relayed my message to the people from the time you were in the cradle till your old age. . I gave you the wisdom and taught you the Book, the Torah and the Gospel. I turned a statue of a bird that you made of clay into a real bird. I gave you the power to heal the born-blind and the lepers and brought the dead person back to life. I also protected you against those Jews who mocked at you saying: “These are [not the miracles of the Lord and that they are] nothing but cheap magic.""",Bijan Moeinian
780,5,111,"""I inspired your Disciples to believe in Me and you (as My Prophet); then they said: ‘We believe and declare that we are Muslims (in Arabic meaning submitters to the Lord. )""",Bijan Moeinian
781,5,112,"One day the Disciples asked: ""O Jesus, son of Mary, can your Lord send us some heavenly food?"" Jesus replied: “You should respect the Lord [and do not wish silly things. ], if you are the believers.”",Bijan Moeinian
782,5,113,"They said: ""We simply want to eat such food to get re-assurance, knowing for sure what you have told us is the truth and be witness to it. """,Bijan Moeinian
783,5,114,"Then Jesus, son of Mary, prayed: ""O Lord send us from the heaven a table fit for a feast; may the first and the last of us celebrate it as a sign from you. O Lord grant us our daily needs as you are the best Provider.""",Bijan Moeinian
