Sıra,Sure,Ayet,Metin,Hoca
1519,11,46,Allah: 'Ey Nuh! O senin ailenden sayılmaz; çünkü kötü bir iş işlemiştir; öyleyse bilmediğin,Diyanet 1961
1520,11,47,’Rabbim! Bilmediğim şeyi Senden istemekten Sana sığınırım. Beni bağışlamaz ve bana,Diyanet 1961
1521,11,48,'Ey Nuh! Sana ve seninle beraber olan topluluklara bizden bir selamet ve bereketle gemiden,Diyanet 1961
1522,11,49,"Bunlar sana vahyettiğimiz bilinmeyen olaylardır. Sen de, milletin de daha önce bunları",Diyanet 1961
1523,11,50,Ad milletine kardeşleri Hud'u gönderdik. Şöyle dedi: 'Ey milletim! Allah'a kulluk edin.,Diyanet 1961
1524,11,51,'Ey milletim! Buna karşılık sizden bir ücret istemiyorum. Benim ücretim ancak beni,Diyanet 1961
1525,11,52,"'Ey milletim! Rabbinizden mağfiret dileyin, sonra O’na tevbe edin ki size gökten bol bol",Diyanet 1961
1526,11,53,"'Ey Hud! Sen bize bir belge getirmeden, senin sözünden ötürü tanrılarımızı terketmeyiz ve",Diyanet 1961
1527,11,54,"(54-57) Bir kısım tanrılarımız seni çarpmıştır, demekten başka birşey demeyiz' dediler. Hud:",Diyanet 1961
1528,11,55,"(54-57) Bir kısım tanrılarımız seni çarpmıştır, demekten başka birşey demeyiz' dediler. Hud:",Diyanet 1961
1529,11,56,"(54-57) Bir kısım tanrılarımız seni çarpmıştır, demekten başka birşey demeyiz' dediler. Hud:",Diyanet 1961
1530,11,57,"(54-57) Bir kısım tanrılarımız seni çarpmıştır, demekten başka birşey demeyiz' dediler. Hud:",Diyanet 1961
1531,11,58,"Buyruğumuz gelince, Hud’u ve beraberindeki inananları, rahmetimizle kurtardık. Onları",Diyanet 1961
1532,11,59,"İşte bu, Rablerinin ayetlerini bile bile inkar eden, peygamberlerine kafa tutan ve her inatçı",Diyanet 1961
1533,11,60,"Bu dünyada da, kıyamet gününde de lanete uğradılar. Bilin ki Ad milleti Rablerini inkar etti",Diyanet 1961
1534,11,61,Semud milletine kardeşleri Salih’i gönderdik. 'Ey milletim! Allah’a kulluk edin; O’ndan,Diyanet 1961
1535,11,62,"'Ey Salih! Sen bundan önce, aramızda kendisinden iyilik beklenir bir kimseydin; şimdi",Diyanet 1961
1536,11,63,'Ey milletim! Eğer Rabbimden bir belgem olur ve bana rahmet eder de ben O’na baş,Diyanet 1961
1537,11,64,"'Ey milletim! Bu, size bir ayet olarak, Allah’ın devesidir. Bırakın onu, Allah’ın toprağında",Diyanet 1961
1538,11,65,"Buna rağmen onu kesip devirdiler. O zaman Salih: 'Yurdunuzda üç gün daha kalın. Bu,",Diyanet 1961
1539,11,66,"Buyruğumuz gelince, Salih'i ve beraberindeki inananları katımızdan bir rahmet olarak o",Diyanet 1961
1540,11,67,"Haksızlık yapanları bir çığlık tuttu, oldukları yerde diz üstü çöküverdiler.",Diyanet 1961
1541,11,68,"Sanki orada hiç yaşamamışlardı. Bilin ki, Semud milleti Rabbini inkar etmişti. Bilin ki,",Diyanet 1961
1542,11,69,"And olsun ki, elçilerimiz müjde ile İbrahim’e geldiler. 'Selam sana’ dediler, 'Size de selam’",Diyanet 1961
1543,11,70,"Ellerini ona uzatmadıklarını görünce, durumlarını beğenmedi ve içine korku düştü. Onlar,",Diyanet 1961
1544,11,71,"Bu arada, İbrahim’in ayakta duran karısı gülünce, 'Ona İshak'ı ardından Yakub’u müjdeleriz'",Diyanet 1961
1545,11,72,"'Vay başıma gelenler! Ben bir kocakarı, kocam da ihtiyar olmuşken nasıl doğurabilirim?",Diyanet 1961
1546,11,73,"'Ey evin hanımı! Allah’ın rahmeti ve bereketleri üzerinize olmuşken, nasıl Allah’ın işine",Diyanet 1961
1547,11,74,"İbrahim’in korkusu gidip de müjde kendisine ulaşınca, Lut milleti hakkında elçilerimizle",Diyanet 1961
1548,11,75,"Doğrusu İbrahim çok içli, yumuşak huylu ve kendini Allah'a venniş bir kimse idi.",Diyanet 1961
1549,11,76,"Elçilerimiz, 'Ey İbrahim! Bundan vazgeç, doğrusu Rabbinin emri gelmiştir. Onlara,",Diyanet 1961
1550,11,77,"Elçilerimiz Lut'a gelince, onun fenasına gitti; çok sıkıldı, 'Bu çetin bir gündür’ dedi.",Diyanet 1961
1551,11,78,Milleti ona koşarak geldiler. Daha önce kötü işler işliyorlardı. 'Ey milletim! İşte bunlar,Diyanet 1961
1552,11,79,"'And olsun ki, senin kı z larınla bir işimiz olmadığını biliyorsun; doğrusu, ne istediğimizin",Diyanet 1961
1553,11,80,'Keşke size yetecek bir kuvvetim olsa veya sağlam bir yere sığınsam' dedi.,Diyanet 1961
1554,11,81,"'Ey Lut! Biz Rabbinin elçileriyiz, onlar sana ilişemiyecekler; geceleyin bir ara, ailenle",Diyanet 1961
1555,11,82,"(82-83) Buyruğumuz gelince oraların altını üstüne getirdik; üzerine Rabbinin katından,",Diyanet 1961
1556,11,83,"(82-83) Buyruğumuz gelince oraların altını üstüne getirdik; üzerine Rabbinin katından,",Diyanet 1961
1557,11,84,Medyen halkına kardeşleri Şuayb’ı gönderdik. Şöyle dedi: 'Ey milletim! Allah’a kulluk edin;,Diyanet 1961
1558,11,85,'Ey milletim! Ölçüyü ve tartıyı tamamı tamamına yapın; insanlara eşyalarını eksik venneyin;,Diyanet 1961
1559,11,86,"'İnanıyorsanız, Allah’ın geri bıraktığı helal kar sizin için daha hayırlıdır. Ben size bekçi",Diyanet 1961
1560,11,87,'Ey Şuayb! Babalarımızın taptığını bırakmamızı emreden veya mallarımızı istediğimiz gibi,Diyanet 1961
1561,11,88,"'Ey Milletim! Rabbimden benim bir belgem olduğu ve bana güzel bir rızık da verdiği halde,",Diyanet 1961
1562,11,89,"'Ey Milletim! Bana karşı gelmeniz, Nuh milletine veya Hud milletine yahut da Salih",Diyanet 1961
1563,11,90,’Rabbinizden mağfiret dileyin; O’na tevbe edin; doğrusu Rabbim merhamet eder ve çok,Diyanet 1961
1564,11,91,'Ey Şuayb! Söylediklerinin çoğunu anlamıyor ve doğrusu seni aramızda güçsüz görüyoruz.,Diyanet 1961
1565,11,92,'Ey Milletim! Benim taraftarlarım size göre Allah’tan daha mı değerlidir ki Allah’a sırt,Diyanet 1961
1566,11,93,"'Ey Milletim! Durumunuzun gerektirdiğini yapın, doğrusu ben de yapacağım. Kime rezil",Diyanet 1961
1567,11,94,"Buyruğumuz gelince, Şuayb’ı ve beraberindeki inananları katımızdan bir rahmet olarak",Diyanet 1961
1568,11,95,Sanki orada hiç yaşamamışlardı. Bilin ki Semud milleti Allah’ın rahmetinden uzaklaştığı gibi,Diyanet 1961
1569,11,96,"(96-97) And olsun ki Musa'yı Firavun ve erkanına mucizelerimizle, apaçık bir delil ile",Diyanet 1961
1570,11,97,"(96-97) And olsun ki Musa'yı Firavun ve erkanına mucizelerimizle, apaçık bir delil ile",Diyanet 1961
1571,11,98,"Firavun, kıyamet gününde milletine öncülük eder, onları cehenneme götürür. Gittikleri yer",Diyanet 1961
1572,11,99,Hem burada ve hem kıyamet gününde lanete uğratılırlar. Bu ne kötü bir bağıştır!,Diyanet 1961
1573,11,100,"Bu sana anlattıklarımız, kasabaların başından geçenlerdir. Onların bir kısmı hala duruyor, bir",Diyanet 1961
1574,11,101,"Onlara Biz zulmetmedik, fakat onlar kendilerine yazık ettiler. Rabbinin buyruğu gelince,",Diyanet 1961
1575,11,102,"Allah, kasabaların zalim halkını yakalayınca, böyle yakalar; yakalaması da şiddetli ve",Diyanet 1961
1576,11,103,"Ahiretin azabından korkanlara, bunda, hiç şüphesiz ibret vardır. Bu, insanların toplanacağı",Diyanet 1961
1577,11,104,"Biz, o günü, ancak belli bir süreye kadar geciktiririz.",Diyanet 1961
1578,11,105,"O gün gelince, Allah’ın izni olmaksızın hiç kimse konuşamaz: İçlerinde bedbaht olanlar da,",Diyanet 1961
1579,11,106,Bedbaht olanlar cehennemdedirler. Onlar orada ah edip inlerler.,Diyanet 1961
1580,11,107,"Rabbinin dilemesi bir yana, gökler ve yer durdukça, orada temelli kalacaklardır. Rabbin,",Diyanet 1961
1581,11,108,"Mesud olanlar ise cennettedirler. Rabbinin dilemesi bir yana, sonsuz bir lütuf olarak, gökler",Diyanet 1961
1582,11,109,Bu putperestlerin taptıklarının batıl olduğunda şüphen olmasın; daha önce babalarının,Diyanet 1961
1583,11,110,"And olsun ki, Musa'ya Kitap verdik; onda ayrılığa düştüler. Eğer Rabbinin verilmiş bir sözü",Diyanet 1961
1584,11,111,"Rabbin, onların işlerinin karşılığını elbette tamamen verecektir. O, şüphesiz, onların",Diyanet 1961
1585,11,112,"Sen, beraberindeki tevbe edenlerle birlikte emrolunduğun gibi dosdoğru ol. Aşırı gitmeyin,",Diyanet 1961
1586,11,113,"Haksızlık yapanlara yönelmeyin, yoksa ateş size de dokunur. Sizin Allah’tan başka dostunuz",Diyanet 1961
1587,11,114,Gündüzün iki ucunda ve gecenin gündüze yakın zamanlarında namaz kıl. Doğrusu iyilikler,Diyanet 1961
1588,11,115,"Sabret, Allah iyi davrananların ecrini elbette zayi etmez.",Diyanet 1961
1589,11,116,"Sizden önceki nesillerin ileri gelenleri, yeryüzünde bozgunculuğa engel olmalı değil",Diyanet 1961
1590,11,117,"Rabbin, kasabaların halkı ıslah olmuşken, haksız yere onları yok etmez.",Diyanet 1961
1591,11,118,"(118-119) Eğer Rabbin dileseydi insanları tek bir ümmet kılardı. Fakat, Rabbinin merhamet",Diyanet 1961
1592,11,119,"(118-119) Eğer Rabbin dileseydi insanları tek bir ümmet kılardı. Fakat, Rabbinin merhamet",Diyanet 1961
1593,11,120,"Peygamberlerin başlarından geçenlerden, sana anlattığımız her şey, senin gönlünü",Diyanet 1961
1594,11,121,"(121-122) İnanmayanlara: 'Durumunuzun gerektirdiğini yapın, doğrusu biz de yapıyoruz;",Diyanet 1961
1595,11,122,"(121-122) İnanmayanlara: 'Durumunuzun gerektirdiğini yapın, doğrusu biz de yapıyoruz;",Diyanet 1961
1596,11,123,"Göklerin ve yerin gaybı Allah'a aittir. Bütün işler O’na döndürülür. Öyleyse O’na kulluk et,",Diyanet 1961
1597,12,1,,Diyanet 1961
1598,12,2,,Diyanet 1961
1599,12,3,,Diyanet 1961
1600,12,4,,Diyanet 1961
1601,12,5,,Diyanet 1961
1602,12,6,,Diyanet 1961
1603,12,7,,Diyanet 1961
1604,12,8,,Diyanet 1961
1605,12,9,,Diyanet 1961
1606,12,10,,Diyanet 1961
1607,12,11,,Diyanet 1961
1608,12,12,,Diyanet 1961
1609,12,13,,Diyanet 1961
1610,12,14,,Diyanet 1961
1611,12,15,,Diyanet 1961
1612,12,16,,Diyanet 1961
1613,12,17,,Diyanet 1961
1614,12,18,,Diyanet 1961
1615,12,19,,Diyanet 1961
1616,12,20,,Diyanet 1961
1617,12,21,,Diyanet 1961
1618,12,22,,Diyanet 1961
1619,12,23,,Diyanet 1961
1620,12,24,,Diyanet 1961
1621,12,25,,Diyanet 1961
1622,12,26,,Diyanet 1961
1623,12,27,,Diyanet 1961
1624,12,28,,Diyanet 1961
1625,12,29,,Diyanet 1961
1626,12,30,,Diyanet 1961
1627,12,31,,Diyanet 1961
1628,12,32,,Diyanet 1961
1629,12,33,,Diyanet 1961
1630,12,34,,Diyanet 1961
1631,12,35,,Diyanet 1961
1632,12,36,,Diyanet 1961
1633,12,37,,Diyanet 1961
1634,12,38,,Diyanet 1961
1635,12,39,,Diyanet 1961
1636,12,40,,Diyanet 1961
1637,12,41,,Diyanet 1961
1638,12,42,,Diyanet 1961
1639,12,43,,Diyanet 1961
1640,12,44,,Diyanet 1961
1641,12,45,,Diyanet 1961
1642,12,46,,Diyanet 1961
1643,12,47,,Diyanet 1961
1644,12,48,,Diyanet 1961
1645,12,49,,Diyanet 1961
1646,12,50,,Diyanet 1961
1647,12,51,,Diyanet 1961
1648,12,52,,Diyanet 1961
1649,12,53,"'Ben nefsimi temize çıkarmam; çünkü nefs, Rabbimin merhameti olmadıkça, kötülüğü",Diyanet 1961
1650,12,54,"Hükümdar: 'Onu bana getirin, yanıma alayım’ dedi. Onunla konuşunca: 'Bugün senin",Diyanet 1961
1651,12,55,"Yusuf: 'Beni memleketin hâzinelerine memur et, çünkü ben korumasını ve yönetmesini",Diyanet 1961
1652,12,56,Yusufu böylece o memlekete yerleştirdik; istediği yerlerde oturabilirdi. Rahmetimizi tıpkı,Diyanet 1961
1653,12,57,"Ama ahiret ecri, inananlar ve Allah’a karşı gelmekten sakınanlar için daha iyidir.",Diyanet 1961
1654,12,58,Yusuf un kardeşleri gelip yanma girdiler. Kendisini tanımadıkları halde o onları tanıdı.,Diyanet 1961
1655,12,59,Onların yüklerini hazırlatınca şöyle dedi: 'Baba bir kardeşinizi bana getirin. Sizlere ölçüyü,Diyanet 1961
1656,12,60,'Eğer onu bana getirmezseniz bundan böyle benden bir ölçek bile alamazsınız ve bana artık,Diyanet 1961
1657,12,61,Kardeşleri: 'Babasını ikna etmeye çalışacağız ve her halde bunu yaparız' dediler.,Diyanet 1961
1658,12,62,Yusuf adamlarına: 'Karşılık olarak getirdiklerini de yüklerine koyun. Belki ailelerine,Diyanet 1961
1659,12,63,"Babalarına döndüklerinde, 'Ey babamız! Bize yiyecek yasak edildi, kardeşimizi bizimle",Diyanet 1961
1660,12,64,"'Daha önce kardeşini size emanet ettiğim gibi, şimdi onu emanet eder miyim? Ama Allah en",Diyanet 1961
1661,12,65,Yüklerini açınca karşılık olarak götürdükleri mallarının kendilerine iade edilmiş olduğunu,Diyanet 1961
1662,12,66,Babaları: 'Hepiniz helak olmadıkça onu bana geri getireceğinize dair Allah'a karşı sağlam bir,Diyanet 1961
1663,12,67,"Babaları: 'Oğullarım! Tek bir kapıdan değil, ayrı ayrı kapılardan girin. Ama Allah katında",Diyanet 1961
1664,12,68,"Babalarının emrettiği gibi girdiler. Esasen bu, Allah katında onlara bir fayda sağlamazdı,",Diyanet 1961
1665,12,69,"Yusufun yanma girdiklerinde, kardeşini bağrına bastı ve: 'Ben senin kardeşinim, onların",Diyanet 1961
1666,12,70,"Yusuf onların yüklerini yükletirken, bir su kabını kardeşinin yüküne koydurdu. Sonra bir",Diyanet 1961
1667,12,71,"Geri dönerek, 'Ne kaybettiniz?' dediler.",Diyanet 1961
1668,12,72,"'Hükümdarın su kabını kaybettik, onu getirene bir deve yükü mükafat verilecek, buna ben",Diyanet 1961
1669,12,73,'Allah’a yemin ederiz ki memleketi ifsat etmeğe gelmediğimizi ve hırsız da olmadığımızı,Diyanet 1961
1670,12,74,"'Yalancı iseniz, hırsızlığın cezası nedir?' dediler.",Diyanet 1961
1671,12,75,"'Cezası, kimin yükünde bulunursa, ceza olarak ona el konulur; biz zalimleri böyle",Diyanet 1961
1672,12,76,Yusuf kardeşinin yükünden önce onlarınkini aramaya başladı; sonra kardeşinin yükünden su,Diyanet 1961
1673,12,77,"'Çalmışsa, daha önce kardeşi de çalmıştı’ dediler. Yusuf bunu içinde sakladı, onlara açmadı.",Diyanet 1961
1674,12,78,"Kardeşleri: 'Ey Vezir! Onun yaşlanmış, kocamış bir babası vardır. Bizden birini onun yerine",Diyanet 1961
1675,12,79,"'Maazallah! Biz, malımızı kimde bulmuşsak ancak onu akkoruz, yoksa haksızlık etmiş",Diyanet 1961
1676,12,80,"Ümidsizliğe düşünce, konuşmak üzere bir kenara çekildiler. Büyükleri şöyle dedi:",Diyanet 1961
1677,12,81,"Yakup: 'Sizi nefsiniz bir iş yapmaya sürükledi, artık bana güzelce sabır gerekir; belki Allah",Diyanet 1961
1678,12,82,"(82-84) Onlara sırt çevirdi, 'Vah, Yusuf a yazık oldu!' dedi ve üzüntüden gözlerine ak düştü.",Diyanet 1961
1679,12,83,"(82-84) Onlara sırt çevirdi, 'Vah, Yusuf a yazık oldu!' dedi ve üzüntüden gözlerine ak düştü.",Diyanet 1961
1680,12,84,"(82-84) Onlara sırt çevirdi, 'Vah, Yusuf a yazık oldu!' dedi ve üzüntüden gözlerine ak düştü.",Diyanet 1961
1681,12,85,"'Allah'a yemin ederiz ki, Yusufu anıp durman seni bitkin düşürecek veya helak olacaksın’",Diyanet 1961
1682,12,86,"Yakup: 'Ben üzüntü ve tasamı yalnız Allah'a açarım. Allah katından, sizin bilmediklerinizi",Diyanet 1961
1683,12,87,"'Ey Oğullarım! Gidin, Yusufu ve kardeşini arayın. Allah’ın rahmetinden ümidinizi kesmeyin;",Diyanet 1961
1684,12,88,Kardeşleri vezirin yanma vardıklarında: 'Ey Vezir! Biz ve çoluk çocuğumuz darlığa uğradık;,Diyanet 1961
1685,12,89,"'Siz, Yusuf ve kardeşine bilmeden neler yaptığınızın farkında mısını z ?’ dedi.",Diyanet 1961
1686,12,90,"'Yoksa sen Yusuf musun?' dediler. 'Ben Yusuf um, bu da kardeşim. Allah bize iyilikte",Diyanet 1961
1687,12,91,"'Allah’a yemin ederiz ki, Allah seni bizden üstün tutmuştur; doğrusu biz suç işlemiştik'",Diyanet 1961
1688,12,92,"(92-93) Yusuf: 'Bugün azarlanacak değilsiniz, Allah sizi bağışlar. O, merhametlilerin",Diyanet 1961
1689,12,93,"(92-93) Yusuf: 'Bugün azarlanacak değilsiniz, Allah sizi bağışlar. O, merhametlilerin",Diyanet 1961
1690,12,94,"Kervan, memleketlerine dönmek üzere ayrıldığında, babaları: 'Doğrusu ben Yusufun",Diyanet 1961
1691,12,95,"Çevresindekiler: 'Allah’a yemin ederiz ki sen, hala eski şaşkınlığındasın’ dediler.",Diyanet 1961
1692,12,96,"Müjdeci gelip, gömleği Yakub’un yüzüne bırakınca, hemen gözleri açıldı. Bunun üzerine",Diyanet 1961
1693,12,97,"Oğulları: 'Ey Babamız! Suçlarımızın bağışlanmasını dile, bizler hiç şüphesiz suçluyuz'",Diyanet 1961
1694,12,98,Yakub: 'Rabbim’den bağışlanmanızı dileyeceğim; O şüphesiz bağışlar ve merhamet eder’,Diyanet 1961
1695,12,99,"Yusufun yanma geldiklerinde, o, anasını babasını bağrına bastı, 'Allah’ın dileğince, güven",Diyanet 1961
1696,12,100,"Ana babasını tahtın üzerine oturttu, hepsi onun önünde (Allah'a secde edip) eğildiler. O",Diyanet 1961
1697,12,101,"'Rabbim! Bana hükümranlık verdin, rüyaların yorumunu öğrettin. Ey göklerin ve yerin",Diyanet 1961
1698,12,102,"(102-103) Sana böylece vahyettiklerimiz, gaybe ait haberlerdir. Onlar elbirliği edip düzen",Diyanet 1961
1699,12,103,"(102-103) Sana böylece vahy ettiklerimiz, gaybe ait haberlerdir. Onlar elbirliği edip düzen",Diyanet 1961
1700,12,104,"Oysa sen buna karşılık onlardan bir ücret de istemiyorsun. Kuran, alemler için sadece bir",Diyanet 1961
1701,12,105,"Göklerde ve yerde nice belgeler vardır ki, yanlarından yüzlerini çevirerek geçerler.",Diyanet 1961
1702,12,106,"Onların çoğu, ortak koşmadan Allah’a inanmazlar.",Diyanet 1961
1703,12,107,"Allah tarafından, onları kuşatacak bir azaba uğramalarından veya farkına varmadan, kıyamet",Diyanet 1961
1704,12,108,De ki: 'Benim yolum budur; ben ve bana uyanlar bilerek insanları Allah’a çağırırız. Allah’ı,Diyanet 1961
1705,12,109,"Senden önce kasabalar halkından şüphesiz, kendilerine vahyettiğimiz bir takım insanlar",Diyanet 1961
1706,12,110,"Öyle ki, peygamberler ümitsizliğe düşüp, yalanlandıklarını sandıkları bir sırada onlara",Diyanet 1961
1707,12,111,"And olsun ki, peygamberlerin kıssalarında, aklı olanlar için ibretler vardır. Kuran",Diyanet 1961
1708,13,1,,Diyanet 1961
1709,13,2,,Diyanet 1961
1710,13,3,,Diyanet 1961
1711,13,4,,Diyanet 1961
1712,13,5,,Diyanet 1961
1713,13,6,,Diyanet 1961
1714,13,7,,Diyanet 1961
1715,13,8,,Diyanet 1961
1716,13,9,,Diyanet 1961
1717,13,10,,Diyanet 1961
1718,13,11,,Diyanet 1961
1719,13,12,,Diyanet 1961
1720,13,13,,Diyanet 1961
1721,13,14,,Diyanet 1961
1722,13,15,,Diyanet 1961
1723,13,16,,Diyanet 1961
1724,13,17,,Diyanet 1961
1725,13,18,,Diyanet 1961
1726,13,19,,Diyanet 1961
1727,13,20,,Diyanet 1961
1728,13,21,,Diyanet 1961
1729,13,22,,Diyanet 1961
1730,13,23,,Diyanet 1961
1731,13,24,,Diyanet 1961
1732,13,25,,Diyanet 1961
1733,13,26,,Diyanet 1961
1734,13,27,,Diyanet 1961
1735,13,28,,Diyanet 1961
1736,13,29,,Diyanet 1961
1737,13,30,,Diyanet 1961
1738,13,31,,Diyanet 1961
1739,13,32,,Diyanet 1961
1740,13,33,,Diyanet 1961
1741,13,34,,Diyanet 1961
1742,13,35,,Diyanet 1961
1743,13,36,,Diyanet 1961
1744,13,37,,Diyanet 1961
1745,13,38,,Diyanet 1961
1746,13,39,,Diyanet 1961
1747,13,40,,Diyanet 1961
1748,13,41,,Diyanet 1961
1749,13,42,,Diyanet 1961
1750,13,43,,Diyanet 1961
1751,14,1,,Diyanet 1961
1752,14,2,,Diyanet 1961
1753,14,3,,Diyanet 1961
1754,14,4,,Diyanet 1961
1755,14,5,,Diyanet 1961
1756,14,6,,Diyanet 1961
1757,14,7,,Diyanet 1961
1758,14,8,,Diyanet 1961
1759,14,9,,Diyanet 1961
1760,14,10,,Diyanet 1961
