Sıra,Sure,Ayet,Metin,Hoca
530,4,37,elleẕîne yebḫalûne veye'murûne-nnâse bilbuḫli veyektumûne mâ âtâhumu-llâhu min faḍlih. vea`tednâ lilkâfirîne `aẕâbem muhînâ.,Abay Yazılışı
531,4,38,velleẕîne yunfiḳûne emvâlehum riâe-nnâsi velâ yu'minûne billâhi velâ bilyevmi-l'âḫir. vemey yekuni-şşeyṭânu lehû ḳarînen fesâe ḳarînâ.,Abay Yazılışı
532,4,39,vemâẕâ `aleyhim lev âmenû billâhi velyevmi-l'âḫiri veenfeḳû mimmâ razeḳahumu-llâh. vekâne-llâhu bihim `alîmâ.,Abay Yazılışı
533,4,40,inne-llâhe lâ yażlimu miŝḳâle ẕerrah. vein teku ḥasenetey yuḍâ`ifhâ veyu'ti mil ledunhu ecran `ażîmâ.,Abay Yazılışı
534,4,41,fekeyfe iẕâ ci'nâ min kulli ummetim bişehîdiv veci'nâ bike `alâ hâulâi şehîdâ.,Abay Yazılışı
535,4,42,yevmeiẕiy yeveddu-lleẕîne keferû ve`aṣavu-rrasûle lev tusevvâ bihimu-l'arḍ. velâ yektumûne-llâhe ḥadîŝâ.,Abay Yazılışı
536,4,43,yâ eyyuhe-lleẕîne âmenû lâ taḳrabu-ṣṣalâte veentum sukârâ ḥattâ ta`lemû mâ teḳûlûne velâ cunuben illâ `âbirî sebîlin ḥattâ tagtesilû. vein kuntum merḍâ ev `alâ seferin ev câe eḥadum minkum mine-lgâiṭi ev lemestumu-nnisâe felem tecidû mâen feteyemmemû ṣa`îden ṭayyiben femseḥû bivucûhikum veeydîkum. inne-llâhe kâne `afuvven gafûrâ.,Abay Yazılışı
537,4,44,elem tera ile-lleẕîne ûtû neṣîbem mine-lkitâbi yeşterûne-ḍḍalâlete veyurîdûne en teḍillu-ssebîl.,Abay Yazılışı
538,4,45,vellâhu a`lemu bia`dâikum. vekefâ billâhi veliyyâ. vekefâ billâhi neṣîrâ.,Abay Yazılışı
539,4,46,mine-lleẕîne hâdû yuḥarrifûne-lkelime `am mevâḍi`ihî veyeḳûlûne semi`nâ ve`aṣaynâ vesma` gayra musme`iv verâ`inâ leyyem bielsinetihim veṭa`nen fi-ddîn. velev ennehum ḳâlû semi`nâ veeṭa`nâ vesma` venżurnâ lekâne ḫayral lehum veaḳveme velâkil le`anehumu-llâhu bikufrihim felâ yu'minûne illâ ḳalîlâ.,Abay Yazılışı
540,4,47,yâ eyyuhe-lleẕîne ûtu-lkitâbe âminû bimâ nezzelnâ muṣaddiḳal limâ me`akum min ḳabli en naṭmise vucûhen feneruddehâ `alâ edbârihâ ev nel`anehum kemâ le`annâ aṣḥâbe-ssebt. vekâne emru-llâhi mef`ûlâ.,Abay Yazılışı
541,4,48,inne-llâhe lâ yagfiru ey yuşrake bihî veyagfiru mâ dûne ẕâlike limey yeşâ'. vemey yuşrik billâhi feḳadi-fterâ iŝmen `ażîmâ.,Abay Yazılışı
542,4,49,elem tera ile-lleẕîne yuzekkûne enfusehum. beli-llâhu yuzekkî mey yeşâu velâ yużlemûne fetîlâ.,Abay Yazılışı
543,4,50,unżur keyfe yefterûne `ale-llâhi-lkeẕib. vekefâ bihî iŝmem mubînâ.,Abay Yazılışı
544,4,51,elem tera ile-lleẕîne ûtû neṣîbem mine-lkitâbi yu'minûne bilcibti veṭṭâgûti veyeḳûlûne lilleẕîne keferû hâulâi ehdâ mine-lleẕîne âmenû sebîlâ.,Abay Yazılışı
545,4,52,ulâike-lleẕîne le`anehumu-llâh. vemey yel`ani-llâhu felen tecide lehû neṣîrâ.,Abay Yazılışı
546,4,53,em lehum neṣîbum mine-lmulki feiẕel lâ yu'tûne-nnâse neḳîrâ.,Abay Yazılışı
547,4,54,em yaḥsudûne-nnâse `alâ mâ âtâhumu-llâhu min faḍlih. feḳad âteynâ âle ibrâhîme-lkitâbe velḥikmete veâteynâhum mulken `ażîmâ.,Abay Yazılışı
548,4,55,feminhum men âmene bihî veminhum men ṣadde `anh. vekefâ bicehenneme se`îrâ.,Abay Yazılışı
549,4,56,inne-lleẕîne keferû biâyâtinâ sevfe nuṣlîhim nârâ. kullemâ neḍicet culûduhum beddelnâhum culûden gayrahâ liyeẕûḳu-l`aẕâb. inne-llâhe kâne `azîzen ḥakîmâ.,Abay Yazılışı
550,4,57,velleẕîne âmenû ve`amilu-ṣṣâliḥâti senudḫiluhum cennâtin tecrî min taḥtihe-l'enhâru ḫâlidîne fîhâ ebedâ. lehum fîhâ ezvâcum muṭahherah. venudḫiluhum żillen żalîlâ.,Abay Yazılışı
551,4,58,inne-llâhe ye'murukum en tu'eddu-l'emenâti ilâ ehlihâ veiẕâ ḥakemtum beyne-nnâsi en taḥkumû bil`adl. inne-llâhe ni`immâ ye`iżukum bih. inne-llâhe kâne semî`am beṣîrâ.,Abay Yazılışı
552,4,59,yâ eyyuhe-lleẕîne âmenû eṭî`u-llâhe veeṭî`u-rrasûle veuli-l'emri minkum. fein tenâza`tum fî şey'in feruddûhu ile-llâhi verrasûli in kuntum tu'minûne billâhi velyevmi-l'âḫir. ẕâlike ḫayruv veaḥsenu te'vîlâ.,Abay Yazılışı
553,4,60,elem tera ile-lleẕîne yez`umûne ennehum âmenû bimâ unzile ileyke vemâ unzile min ḳablike yurîdûne ey yeteḥâkemû ile-ṭṭâgûti veḳad umirû ey yekfurû bih. veyurîdu-şşeyṭânu ey yuḍillehum ḍalâlem be`îdâ.,Abay Yazılışı
554,4,61,veiẕâ ḳîle lehum te`âlev ilâ mâ enzele-llâhu veile-rrasûli raeyte-lmunâfiḳîne yeṣuddûne `anke ṣudûdâ.,Abay Yazılışı
555,4,62,fekeyfe iẕâ eṣâbethum muṣîbetum bimâ ḳaddemet eydîhim ŝumme câûke yaḥlifûne billâhi in eradnâ illâ iḥsânev vetevfîḳâ.,Abay Yazılışı
556,4,63,ulâike-lleẕîne ya`lemu-llâhu mâ fî ḳulûbihim fea`riḍ `anhum ve`iżhum veḳul lehum fî enfusihim ḳavlem belîgâ.,Abay Yazılışı
557,4,64,vemâ erselnâ mir rasûlin illâ liyuṭâ`a biiẕni-llâh. velev ennehum iż żalemû enfusehum câûke festagferu-llâhe vestagfera lehumu-rrasûlu levecedu-llâhe tevvâber raḥîmâ.,Abay Yazılışı
558,4,65,felâ verabbike lâ yu'minûne ḥattâ yuḥakkimûke fîmâ şecera beynehum ŝumme lâ yecidû fî enfusihim ḥaracem mimmâ ḳaḍayte veyusellimû teslîmâ.,Abay Yazılışı
559,4,66,velev ennâ ketebnâ `aleyhim eni-ḳtulû enfusekum evi-ḫrucû min diyârikum mâ fe`alûhu illâ ḳalîlum minhum. velev ennehum fe`alû mâ yû`ażûne bihî lekâne ḫayral lehum veeşedde teŝbîtâ.,Abay Yazılışı
560,4,67,veiẕel leâteynâhum mil ledunnâ ecran `ażîmâ.,Abay Yazılışı
561,4,68,velehedeynâhum ṣirâṭam musteḳîmâ.,Abay Yazılışı
562,4,69,vemey yuṭi`i-llâhe verrasûle feulâike me`a-lleẕîne en`ame-llâhu `aleyhim mine-nnebiyyîne veṣṣiddîḳîne veşşuhedâi veṣṣâliḥîn. veḥasune ulâike rafîḳâ.,Abay Yazılışı
563,4,70,ẕâlike-lfaḍlu mine-llâh. vekefâ billâhi `alîmâ.,Abay Yazılışı
564,4,71,yâ eyyuhe-lleẕîne âmenû ḫuẕû ḥiẕrakum fenfirû ŝubâtin evi-nfirû cemî`â.,Abay Yazılışı
565,4,72,veinne minkum lemel leyubeṭṭienn. fein eṣâbetkum muṣîbetun ḳâle ḳad en`ame-llâhu `aleyye iẕ lem ekum me`ahum şehîdâ.,Abay Yazılışı
566,4,73,velein eṣâbekum faḍlum mine-llâhi leyeḳûlenne keel lem tekum beynekum vebeynehû meveddetuy yâ leytenî kuntu me`ahum feefûze fevzen `ażîmâ.,Abay Yazılışı
567,4,74,felyuḳâtil fî sebîli-llâhi-lleẕîne yeşrûne-lḥayâte-ddunyâ bil'âḫirah. vemey yuḳâtil fî sebîli-llâhi feyuḳtel ev yaglib fesevfe nu'tîhi ecran `ażîmâ.,Abay Yazılışı
568,4,75,vemâ lekum lâ tuḳâtilûne fî sebîli-llâhi velmustaḍ`afîne mine-rricâli vennisâi velvildâni-lleẕîne yeḳûlûne rabbenâ aḫricnâ min hâẕihi-lḳaryeti-żżâlimi ehluhâ. vec`al lenâ mil ledunke veliyyâ. vec`al lenâ mil ledunke neṣîrâ.,Abay Yazılışı
569,4,76,elleẕîne âmenû yuḳâtilûne fî sebîli-llâh. velleẕîne keferû yuḳâtilûne fî sebîli-ṭṭâgûti feḳâtilû evliyâe-şşeyṭân. inne keyde-şşeyṭâni kâne ḍa`îfâ.,Abay Yazılışı
570,4,77,elem tera ile-lleẕîne ḳîle lehum kuffû eydiyekum veeḳîmu-ṣṣalâte veâtu-zzekâh. felemmâ kutibe `aleyhimu-lḳitâlu iẕâ ferîḳum minhum yaḫşevne-nnâse keḫaşyeti-llâhi ev eşedde ḫaşyeh. veḳâlû rabbenâ lime ketebte `aleyne-lḳitâl. levlâ eḫḫartenâ ilâ ecelin ḳarîb. ḳul metâ`u-ddunyâ ḳalîl. vel'âḫiratu ḫayrul limeni-tteḳâ velâ tużlemûne fetîlâ.,Abay Yazılışı
571,4,78,eyne mâ tekûnû yudrikkumu-lmevtu velev kuntum fî burûcim muşeyyedeh. vein tuṣibhum ḥasenetuy yeḳûlû hâẕihî min `indi-llâh. vein tuṣibhum seyyietuy yeḳûlû hâẕihî min `indik. ḳul kullum min `indi-llâh. femâ lihâulâi-lḳavmi lâ yekâdûne yefḳahûne ḥadîŝâ.,Abay Yazılışı
572,4,79,mâ eṣâbeke min ḥasenetin femine-llâh. vemâ eṣâbeke min seyyietin femin nefsik. veerselnâke linnâsi rasûlâ. vekefâ billâhi şehîdâ.,Abay Yazılışı
573,4,80,mey yuṭi`i-rrasûle feḳad eṭâ`a-llâh. vemen tevellâ femâ erselnâke `aleyhim ḥafîżâ.,Abay Yazılışı
574,4,81,veyeḳûlûne ṭâ`ah. feiẕâ berazû min `indike beyyete ṭâifetum minhum gayra-lleẕî teḳûl. vellâhu yektubu mâ yubeyyitûn. fea`riḍ `anhum vetevekkel `ale-llâh. vekefâ billâhi vekîlâ.,Abay Yazılışı
575,4,82,efelâ yetedebberûne-lḳur'ân. velev kâne min `indi gayri-llâhi levecedû fîhi-ḫtilâfen keŝîrâ.,Abay Yazılışı
576,4,83,veiẕâ câehum emrum mine-l'emni evi-lḫavfi eẕâ`û bih. velev raddûhu ile-rrasûli veilâ uli-l'emri minhum le`alimehu-lleẕîne yestembiṭûnehû minhum. velevlâ faḍlu-llâhi `aleykum veraḥmetuhû letteba`tumu-şşeyṭâne illâ ḳalîlâ.,Abay Yazılışı
577,4,84,feḳâtil fî sebîli-llâh. lâ tukellefu illâ nefseke veḥarriḍi-lmu'minîn. `asa-llâhu ey yekuffe be'se-lleẕîne keferû. vellâhu eşeddu be'sev veeşeddu tenkîlâ.,Abay Yazılışı
578,4,85,mey yeşfa` şefâ`aten ḥasenetey yekul lehû neṣîbum minhâ. vemey yeşfa` şefâ`aten seyyietey yekul lehû kiflum minhâ. vekâne-llâhu `alâ kulli şey'im muḳîtâ.,Abay Yazılışı
579,4,86,veiẕâ ḥuyyîtum biteḥiyyetin feḥayyû biaḥsene minhâ ev ruddûhâ. inne-llâhe kâne `alâ kulli şey'in ḥasîbâ.,Abay Yazılışı
580,4,87,allâhu lâ ilâhe illâ hû. leyecme`annekum ilâ yevmi-lḳiyâmeti lâ raybe fîh. vemen aṣdeḳu mine-llâhi ḥadîŝâ.,Abay Yazılışı
581,4,88,femâ lekum fi-lmunâfiḳîne fieteyni vellâhu erkesehum bimâ kesebû. eturîdûne en tehdû men eḍalle-llâh. vemey yuḍlili-llâhu felen tecide lehû sebîlâ.,Abay Yazılışı
582,4,89,veddû lev tekfurûne kemâ keferû fetekûnûne sevâen felâ tetteḫiẕû minhum evliyâe ḥattâ yuhâcirû fî sebîli-llâh. fein tevellev feḫuẕûhum vaḳtulûhum ḥayŝu vecettumûhum. velâ tetteḫiẕû minhum veliyyev velâ neṣîrâ.,Abay Yazılışı
583,4,90,ille-lleẕîne yeṣilûne ilâ ḳavmim beynekum vebeynehum mîŝâḳun ev câûkum ḥaṣirat ṣudûruhum ey yuḳâtilûkum ev yuḳâtilû ḳavmehum. velev şâe-llâhu leselleṭahum `aleykum feleḳâtelûkum. feini-`tezelûkum felem yuḳâtilûkum veelḳav ileykumu-sseleme femâ ce`ale-llâhu lekum `aleyhim sebîlâ.,Abay Yazılışı
584,4,91,setecidûne âḫarîne yurîdûne ey ye'menûkum veye'menû ḳavmehum. kullemâ ruddû ile-lfitneti urkisû fîhâ. feil lem ya`tezilûkum veyulḳû ileykumu-sseleme veyekuffû eydiyehum feḫuẕûhum vaḳtulûhum ḥayŝu ŝeḳiftumûhum. veulâikum ce`alnâ lekum `aleyhim sulṭânem mubînâ.,Abay Yazılışı
585,4,92,vemâ kâne limu'minin ey yaḳtule mu'minen illâ ḫaṭaâ. vemen ḳatele mu'minen ḫaṭaen fetaḥrîru raḳabetim mu'minetiv vediyetum musellemetun ilâ ehlihî illâ ey yeṣṣaddeḳû. fein kâne min ḳavmin `aduvvil lekum vehuve mu'minun fetaḥrîru raḳabetim mu'mineh. vein kâne min ḳavmim beynekum vebeynehum mîŝâḳun fediyetum musellemetun ilâ ehlihî vetaḥrîru raḳabetim mu'mineh. femel lem yecid feṣiyâmu şehrayni mutetâbi`ayn. tevbetem mine-llâh. vekâne-llâhu `alîmen ḥakîmâ.,Abay Yazılışı
586,4,93,vemey yaḳtul mu'minem mute`ammiden fecezâuhû cehennemu ḫâliden fîhâ vegaḍibe-llâhu `aleyhi vele`anehû vee`adde lehû `aẕâben `ażîmâ.,Abay Yazılışı
587,4,94,yâ eyyuhe-lleẕîne âmenû iẕâ ḍarabtum fî sebîli-llâhi fetebeyyenû velâ teḳûlû limen elḳâ ileykumu-sselâme leste mu'minâ. tebtegûne `araḍa-lḥayâti-ddunyâ. fe`inde-llâhi megânimu keŝîrah. keẕâlike kuntum min ḳablu femenne-llâhu `aleykum fetebeyyenû. inne-llâhe kâne bimâ ta`melûne ḫabîrâ.,Abay Yazılışı
588,4,95,lâ yestevi-lḳâ`idûne mine-lmu'minîne gayru uli-ḍḍarari velmucâhidûne fî sebîli-llâhi biemvâlihim veenfusihim. feḍḍale-llâhu-lmucâhidîne biemvâlihim veenfusihim `ale-lḳâ`idîne deraceh. vekullev ve`ade-llâhu-lḥusnâ. vefeḍḍale-llâhu-lmucâhidîne `ale-lḳâ`idîne ecran `ażîmâ.,Abay Yazılışı
589,4,96,deracâtim minhu vemagfiratev veraḥmeh. vekâne-llâhu gafûrar raḥîmâ.,Abay Yazılışı
590,4,97,inne-lleẕîne teveffâhumu-lmelâiketu żâlimî enfusihim ḳâlû fîme kuntum. ḳâlû kunnâ mustaḍ`afîne fi-l'arḍ. ḳâlû elem tekun arḍu-llâhi vâsi`aten fetuhâcirû fîhâ. feulâike me'vâhum cehennem. vesâet meṣîrâ.,Abay Yazılışı
591,4,98,ille-lmustaḍ`afîne mine-rricâli vennisâi velvildâni lâ yesteṭî`ûne ḥîletev velâ yehtedûne sebîlâ.,Abay Yazılışı
592,4,99,feulâike `asa-llâhu ey ya`fuve `anhum. vekâne-llâhu `afuvven gafûrâ.,Abay Yazılışı
593,4,100,vemey yuhâcir fî sebîli-llâhi yecid fi-l'arḍi murâgamen keŝîrav vese`ah. vemey yaḫruc mim beytihî muhâciran ile-llâhi verasûlihî ŝumme yudrikhu-lmevtu feḳad veḳa`a ecruhû `ale-llâh. vekâne-llâhu gafûrar raḥîmâ.,Abay Yazılışı
594,4,101,veiẕâ ḍarabtum fi-l'arḍi feleyse `aleykum cunâḥun en taḳṣurû mine-ṣṣalâh. in ḫiftum ey yeftinekumu-lleẕîne keferû. inne-lkâfirîne kânû lekum `aduvvem mubînâ.,Abay Yazılışı
595,4,102,veiẕâ kunte fîhim feeḳamte lehumu-ṣṣalâte felteḳum ṭâifetum minhum me`ake velye'ḫuẕû esliḥatehum. feiẕâ secedû felyekûnû miv verâikum. velte'ti ṭâifetun uḫrâ lem yuṣallû felyuṣallû me`ake velye'ḫuẕû ḥiẕrahum veesliḥatehum. vedde-lleẕîne keferû lev tagfulûne `an esliḥatikum veemti`atikum feyemîlûne `aleykum meyletev vâḥideten. velâ cunâḥa `aleykum in kâne bikum eẕem mim meṭarin ev kuntum merḍâ en teḍa`û esliḥatekum. veḫuẕû ḥiẕrakum. inne-llâhe e`adde lilkâfirîne `aẕâbem muhînâ.,Abay Yazılışı
596,4,103,feiẕâ ḳaḍaytumu-ṣṣalâte feẕkuru-llâhe ḳiyâmev veḳu`ûdev ve`alâ cunûbikum. feiẕe-ṭme'nentum feeḳîmu-ṣṣalâh. inne-ṣṣalâte kânet `ale-lmu'minîne kitâbem mevḳûtâ.,Abay Yazılışı
597,4,104,velâ tehinû fi-btigâi-lḳavm. in tekûnû te'lemûne feinnehum ye'lemûne kemâ te'lemûn. vetercûne mine-llâhi mâ lâ yercûn. vekâne-llâhu `alîmen ḥakîmâ.,Abay Yazılışı
598,4,105,innâ enzelnâ ileyke-lkitâbe bilḥaḳḳi litaḥkume beyne-nnâsi bimâ erâke-llâh. velâ tekul lilḫâinîne ḫaṣîmâ.,Abay Yazılışı
599,4,106,vestagfiri-llâh. inne-llâhe kâne gafûrar raḥîmâ.,Abay Yazılışı
600,4,107,velâ tucâdil `ani-lleẕîne yaḫtânûne enfusehum. inne-llâhe lâ yuḥibbu men kâne ḫavvânen eŝîmâ.,Abay Yazılışı
601,4,108,yestaḫfûne mine-nnâsi velâ yestaḫfûne mine-llâhi vehuve me`ahum iẕ yubeyyitûne mâ lâ yerḍâ mine-lḳavl. vekâne-llâhu bimâ ya`melûne muḥîṭâ.,Abay Yazılışı
602,4,109,hâentum hâulâi câdeltum `anhum fi-lḥayâti-ddunyâ femey yucâdilu-llâhe `anhum yevme-lḳiyâmeti em mey yekûnu `aleyhim vekîlâ.,Abay Yazılışı
603,4,110,vemey ya`mel sûen ev yażlim nefsehû ŝumme yestagfiri-llâhe yecidi-llâhe gafûrar raḥîmâ.,Abay Yazılışı
604,4,111,vemey yeksib iŝmen feinnemâ yeksibuhû `alâ nefsih. vekâne-llâhu `alîmen ḥakîmâ.,Abay Yazılışı
605,4,112,vemey yeksib ḫaṭîeten ev iŝmen ŝumme yermi bihî berîen feḳadi-ḥtemele buhtânev veiŝmem mubînâ.,Abay Yazılışı
606,4,113,velevlâ faḍlu-llâhi `aleyke veraḥmetuhû lehemmeṭ ṭâifetum minhum ey yuḍillûk. vemâ yuḍillûne illâ enfusehum vemâ yeḍurrûneke min şey'. veenzele-llâhu `aleyke-lkitâbe velḥikmete ve`allemeke mâ lem tekun ta`lem. vekâne faḍlu-llâhi `aleyke `ażîmâ.,Abay Yazılışı
607,4,114,lâ ḫayra fî keŝîrim min necvâhum illâ men emera biṣadeḳatin ev ma`rûfin ev iṣlâḥim beyne-nnâs. vemey yef`al ẕâlike-btigâe merḍâti-llâhi fesevfe nu'tîhi ecran `ażîmâ.,Abay Yazılışı
608,4,115,vemey yuşâḳiḳi-rrasûle mim ba`di mâ tebeyyene lehu-lhudâ veyettebi` gayra sebîli-lmu'minîne nuvellihî mâ tevellâ venuṣlihî cehennem. vesâet meṣîrâ.,Abay Yazılışı
609,4,116,inne-llâhe lâ yagfiru ey yuşrake bihî veyagfiru mâ dûne ẕâlike limey yeşâ'. vemey yuşrik billâhi feḳad ḍalle ḍalâlem be`îdâ.,Abay Yazılışı
610,4,117,iy yed`ûne min dûnihî illâ inâŝâ. veiy yed`ûne illâ şeyṭânem merîdâ.,Abay Yazılışı
611,4,118,le`anehu-llâh. veḳâle leetteḫiẕenne min `ibâdike neṣîbem mefrûḍâ.,Abay Yazılışı
612,4,119,veleuḍillennehum veleumenniyennehum veleâmurannehum feleyubettikunne âẕâne-l'en`âmi veleâmurannehum feleyugayyirunne ḫalḳa-llâh. vemey yetteḫiẕi-şşeyṭâne veliyyem min dûni-llâhi feḳad ḫasira ḫusrânem mubînâ.,Abay Yazılışı
613,4,120,ye`iduhum veyumennîhim. vemâ ye`iduhumu-şşeyṭânu illâ gurûrâ.,Abay Yazılışı
614,4,121,ulâike me'vâhum cehennemu velâ yecidûne `anhâ meḥîṣâ.,Abay Yazılışı
615,4,122,velleẕîne âmenû ve`amilu-ṣṣâliḥâti senudḫiluhum cennâtin tecrî min taḥtihe-l'enhâru ḫâlidîne fîhâ ebedâ. va`de-llâhi ḥaḳḳâ. vemen aṣdeḳu mine-llâhi ḳîlâ.,Abay Yazılışı
616,4,123,leyse biemâniyyikum velâ emâniyyi ehli-lkitâb. mey ya`mel sûey yucze bihî velâ yecid lehû min dûni-llâhi veliyyev velâ neṣîrâ.,Abay Yazılışı
617,4,124,vemey ya`mel mine-ṣṣâliḥâti min ẕekerin ev unŝâ vehuve mu'minun feulâike yedḫulûne-lcennete velâ yużlemûne neḳîrâ.,Abay Yazılışı
618,4,125,vemen aḥsenu dînem mimmen esleme vechehû lillâhi vehuve muḥsinuv vettebe`a millete ibrâhîme ḥanîfâ. vetteḫaẕe-llâhu ibrâhîme ḫalîlâ.,Abay Yazılışı
619,4,126,velillâhi mâ fi-ssemâvâti vemâ fi-l'arḍ. vekâne-llâhu bikulli şey'im muḥîṭâ.,Abay Yazılışı
620,4,127,veyesteftûneke fi-nnisâ'. ḳuli-llâhu yuftîkum fîhinne vemâ yutlâ `aleykum fi-lkitâbi fî yetâme-nnisâi-llâtî lâ tu'tûnehunne mâ kutibe lehunne vetergabûne en tenkiḥûhunne velmustaḍ`afîne mine-lvildâni veen teḳûmû lilyetâmâ bilḳisṭ. vemâ tef`alû min ḫayrin feinne-llâhe kâne bihî `alîmâ.,Abay Yazılışı
621,4,128,veini-mraetun ḫâfet mim ba`lihâ nuşûzen ev i`râḍan felâ cunâḥa `aleyhimâ ey yuṣliḥâ beynehumâ ṣulḥâ. veṣṣulḥu ḫayr. veuḥḍirati-l'enfusu-şşuḥḥ. vein tuḥsinû vetetteḳû feinne-llâhe kâne bimâ ta`melûne ḫabîrâ.,Abay Yazılışı
622,4,129,velen testeṭî`û en ta`dilû beyne-nnisâi velev ḥaraṣtum felâ temîlû kulle-lmeyli feteẕerûhâ kelmu`alleḳah. vein tuṣliḥû vetetteḳû feinne-llâhe kâne gafûrar raḥîmâ.,Abay Yazılışı
623,4,130,veiy yeteferraḳâ yugni-llâhu kullem min se`atih. vekâne-llâhu vâsi`an ḥakîmâ.,Abay Yazılışı
624,4,131,velillâhi mâ fi-ssemâvâti vemâ fi-l'arḍ. veleḳad veṣṣayne-lleẕîne ûtu-lkitâbe min ḳablikum veiyyâkum eni-tteḳu-llâh. vein tekfurû feinne lillâhi mâ fi-ssemâvâti vemâ fi-l'arḍ. vekâne-llâhu ganiyyen ḥamîdâ.,Abay Yazılışı
625,4,132,velillâhi mâ fi-ssemâvâti vemâ fi-l'arḍ. vekefâ billâhi vekîlâ.,Abay Yazılışı
626,4,133,iy yeşe' yuẕhibkum eyyuhe-nnâsu veye'ti biâḫarîn. vekâne-llâhu `alâ ẕâlike ḳadîrâ.,Abay Yazılışı
627,4,134,men kâne yurîdu ŝevâbe-ddunyâ fe`inde-llâhi ŝevâbu-ddunyâ vel'âḫirah. vekâne-llâhu semî`am beṣîrâ.,Abay Yazılışı
628,4,135,yâ eyyuhe-lleẕîne âmenû kûnû ḳavvâmîne bilḳisṭi şuhedâe lillâhi velev `alâ enfusikum evi-lvâlideyni vel'aḳrabîn. iy yekun ganiyyen ev feḳîran fellâhu evlâ bihimâ felâ tettebi`u-lhevâ en ta`dilû. vein telvû ev tu`riḍû feinne-llâhe kâne bimâ ta`melûne ḫabîrâ.,Abay Yazılışı
629,4,136,yâ eyyuhe-lleẕîne âmenû âminû billâhi verasûlihî velkitâbi-lleẕî nezzele `alâ rasûlihî velkitâbi-lleẕî enzele min ḳabl. vemey yekfur billâhi vemelâiketihî vekutubihî verusulihî velyevmi-l'âḫiri feḳad ḍalle ḍalâlem be`îdâ.,Abay Yazılışı
630,4,137,inne-lleẕîne âmenû ŝumme keferû ŝumme âmenû ŝumme keferû ŝumme-zdâdû kufral lem yekuni-llâhu liyagfira lehum velâ liyehdiyehum sebîlâ.,Abay Yazılışı
631,4,138,beşşiri-lmunâfiḳîne bienne lehum `aẕâben elîmâ.,Abay Yazılışı
632,4,139,elleẕîne yetteḫiẕûne-lkâfirîne evliyâe min dûni-lmu'minîn. eyebtegûne `indehumu-l`izzete feinne-l`izzete lillâhi cemî`â.,Abay Yazılışı
633,4,140,veḳad nezzele `aleykum fi-lkitâbi en iẕâ semi`tum âyâti-llâhi yukferu bihâ veyustehzeu bihâ felâ taḳ`udû me`ahum ḥattâ yeḫûḍû fî ḥadîŝin gayrihi. innekum iẕem miŝluhum. inne-llâhe câmi`u-lmunâfiḳîne velkâfirîne fî cehenneme cemî`â.,Abay Yazılışı
634,4,141,elleẕîne yeterabbeṣûne bikum. fein kâne lekum fetḥum mine-llâhi ḳâlû elem nekum me`akum. vein kâne lilkâfirîne neṣîbun ḳâlû elem nestaḥviẕ `aleykum venemna`kum mine-lmu'minîn. fellâhu yaḥkumu beynekum yevme-lḳiyâmeh. veley yec`ale-llâhu lilkâfirîne `ale-lmu'minîne sebîlâ.,Abay Yazılışı
635,4,142,inne-lmunâfiḳîne yuḫâdi`ûne-llâhe vehuve ḫâdi`uhum. veiẕâ ḳâmû ile-ṣṣalâti ḳâmû kusâlâ yurâûne-nnâse velâ yeẕkurûne-llâhe illâ ḳalîlâ.,Abay Yazılışı
636,4,143,muẕebẕebîne beyne ẕâlik. lâ ilâ hâulâi velâ ilâ hâulâ'. vemey yuḍlili-llâhu felen tecide lehû sebîlâ.,Abay Yazılışı
