sira,sure,ayet,metin,hoca
1304,9,69,"Some of those before you were stronger than you, and possessed more money and children. They became preoccupied with their material possessions. Similarly, you have become preoccupied with your material possessions, just like those before you have become preoccupied. You have become totally heedless, just as they were heedless. Such are the people who nullify their works, both in this world and in the Hereafter; they are the losers.",Rashad Khalifa
1305,9,70,"Have they not learned anything from the previous generations; the people of Noah, 'Aad, Thamood, the people of Abraham, the dwellers of Midyan, and the evildoers (of Sodom and Gomorrah)? Their messengers went to them with clear proofs. GOD never wronged them; they are the ones who wronged their own souls.",Rashad Khalifa
1306,9,71,"The believing men and women are allies of one another. They advocate righteousness and forbid evil, they observe the Contact Prayers (Salat) and give the obligatory charity (Zakat), and they obey GOD and His messenger. These will be showered by GOD's mercy. GOD is Almighty, Most Wise.",Rashad Khalifa
1307,9,72,"GOD promises the believing men and the believing women gardens with flowing streams, wherein they abide forever, and magnificent mansions in the gardens of Eden. And GOD's blessings and approval are even greater. This is the greatest triumph.",Rashad Khalifa
1308,9,73,"O you prophet, strive against the disbelievers and the hypocrites, and be stern in dealing with them. Their destiny is Hell; what a miserable abode!",Rashad Khalifa
1309,9,74,"They swear by GOD that they never said it, although they have uttered the word of disbelief; they have disbelieved after becoming submitters. In fact, they gave up what they never had. They have rebelled even though GOD and His messenger have showered them with His grace and provisions. If they repent, it would be best for them. But if they turn away, GOD will commit them to painful retribution in this life and in the Hereafter. They will find no one on earth to be their lord and master.",Rashad Khalifa
1310,9,75,"Some of them even pledged: ""If GOD showered us with His grace, we would be charitable, and would lead a righteous life.""",Rashad Khalifa
1311,9,76,"But when He did shower them with His provisions, they became stingy, and turned away in aversion.",Rashad Khalifa
1312,9,77,"Consequently, He plagued them with hypocrisy in their hearts, till the day they meet Him. This is because they broke their promises to GOD, and because of their lying.",Rashad Khalifa
1313,9,78,"Do they not realize that GOD knows their secrets, and their conspiracies, and that GOD is the Knower of all secrets?",Rashad Khalifa
1314,9,79,"Those who criticize the generous believers for giving too much, and ridicule the poor believers for giving too little, GOD despises them. They have incurred a painful retribution.",Rashad Khalifa
1315,9,80,"Whether you ask forgiveness for them, or do not ask forgiveness for them - even if you ask forgiveness for them seventy times - GOD will not forgive them. This is because they disbelieve in GOD and His messenger. GOD does not guide the wicked people.",Rashad Khalifa
1316,9,81,"The sedentary rejoiced in their staying behind the messenger of GOD, and hated to strive with their money and their lives in the cause of GOD. They said, ""Let us not mobilize in this heat!"" Say, ""The fire of Hell is much hotter,"" if they could only comprehend.",Rashad Khalifa
1317,9,82,"Let them laugh a little, and cry a lot. This is the requital for the sins they have earned.",Rashad Khalifa
1318,9,83,"If GOD returns you to a situation where they ask your permission to mobilize with you, you shall say, ""You will never again mobilize with me, nor will you ever fight with me against any enemy. For you have chosen to be with the sedentary in the first place. Therefore, you must stay with the sedentary.""",Rashad Khalifa
1319,9,84,"You shall not observe the funeral prayer for any of them when he dies, nor shall you stand at his grave. They have disbelieved in GOD and His messenger, and died in a state of wickedness.",Rashad Khalifa
1320,9,85,"Do not be impressed by their money or their children; GOD causes these to be sources of misery for them in this world, and their souls depart as disbelievers.",Rashad Khalifa
1321,9,86,"When a sura is revealed, stating: ""Believe in GOD, and strive with His messenger,"" even the strong among them say, ""Let us stay behind!""",Rashad Khalifa
1322,9,87,"They chose to be with the sedentary. Consequently, their hearts were sealed, and thus, they cannot comprehend.",Rashad Khalifa
1323,9,88,"As for the messenger and those who believed with him, they eagerly strive with their money and their lives. These have deserved all the good things; they are the winners.",Rashad Khalifa
1324,9,89,"GOD has prepared for them gardens with flowing streams, wherein they abide forever. This is the greatest triumph.",Rashad Khalifa
1325,9,90,"The Arabs made up excuses, and came to you seeking permission to stay behind. This is indicative of their rejection of GOD and His messenger - they stay behind. Indeed, those who disbelieve among them have incurred a painful retribution.",Rashad Khalifa
1326,9,91,"Not to be blamed are those who are weak, or ill, or do not find anything to offer, so long as they remain devoted to GOD and His messenger. The righteous among them shall not be blamed. GOD is Forgiver, Most Merciful.",Rashad Khalifa
1327,9,92,"Also excused are those who come to you wishing to be included with you, but you tell them, ""I do not have anything to carry you on."" They then turn back with tears in their eyes, genuinely saddened that they could not afford to contribute.",Rashad Khalifa
1328,9,93,"The blame is on those who ask your permission to stay behind, even though they have no excuse. They have chosen to be with the sedentary. Consequently, GOD has sealed their hearts, and thus, they do not attain any knowledge.",Rashad Khalifa
1329,9,94,"They apologize to you when you return to them (from battle). Say, ""Do not apologize; we no longer trust you. GOD has informed us about you."" GOD will see your works, and so will the messenger, then you will be returned to the Knower of all secrets and declarations, then He will inform you of everything you had done.",Rashad Khalifa
1330,9,95,"They will swear by GOD to you, when you return to them, that you may disregard them. Do disregard them. They are polluted, and their destiny is Hell, as a requital for the sins they have earned.",Rashad Khalifa
1331,9,96,"They swear to you, that you may pardon them. Even if you pardon them, GOD does not pardon such wicked people.",Rashad Khalifa
1332,9,97,"The Arabs are the worst in disbelief and hypocrisy, and the most likely to ignore the laws that GOD has revealed to His messenger. GOD is Omniscient, Most Wise.",Rashad Khalifa
1333,9,98,"Some Arabs consider their spending (in the cause of God) to be a loss, and even wait in anticipation that a disaster may hit you. It is they who will incur the worst disaster. GOD is Hearer, Omniscient.",Rashad Khalifa
1334,9,99,"Other Arabs do believe in GOD and the Last Day, and consider their spending to be a means towards GOD, and a means of supporting the messenger. Indeed, it will bring them nearer; GOD will admit them into His mercy. GOD is Forgiver, Most Merciful.",Rashad Khalifa
1335,9,100,"As for the early vanguards who immigrated (Muhajerin), and the supporters who gave them refuge (Ansar) and those who followed them in righteousness, GOD is pleased with them, and they are pleased with Him. He has prepared for them gardens with flowing streams, wherein they abide forever. This is the greatest triumph.",Rashad Khalifa
1336,9,101,"Among the Arabs around you, there are hypocrites. Also, among the city dwellers, there are those who are accustomed to hypocrisy. You do not know them, but we know them. We will double the retribution for them, then they end up committed to a terrible retribution.",Rashad Khalifa
