sira,sure,ayet,metin,hoca,arapca
490,3,197,Azıcık bir menfaattır (o). Sonra onların barınağı cehennemdir. (Orası) ne kötü bir yataktır!,Mehmet Okuyan,مَتَاعٌ قَل۪يلٌ ثُمَّ مَأْوٰيهُمْ جَهَنَّمُۜ وَبِئْسَ الْمِهَادُ
491,3,198,"Fakat Rablerine karşı takvâlı (duyarlı) olanlar için, Allah tarafından bir ikram olarak altlarından ırmaklar akan, ebedî kalacakları cennetler vardır. İyi kişiler için Allah katındaki (nimetler) hayırlı olandır.[1]",Mehmet Okuyan,لٰكِنِ الَّذ۪ينَ اتَّقَوْا رَبَّهُمْ لَهُمْ جَنَّاتٌ تَجْر۪ي مِنْ تَحْتِهَا الْاَنْهَارُ خَالِد۪ينَ ف۪يهَا نُزُلاً مِنْ عِنْدِ اللّٰهِۜ وَمَا عِنْدَ اللّٰهِ خَيْرٌ لِلْاَبْرَارِ
492,3,199,"Kitap ehlinden öylesi var ki Allah'a hem size indirilene hem de kendilerine indirilene Allah'a boyun eğerek iman ederler. Allah'ın ayetlerini az bir değer karşılığında satmazlar. İşte onlar için Rableri katında ödüller vardır. Şüphesiz ki Allah, hesabı hızlı olandır.[1]",Mehmet Okuyan,وَاِنَّ مِنْ اَهْلِ الْكِتَابِ لَمَنْ يُؤْمِنُ بِاللّٰهِ وَمَٓا اُنْزِلَ اِلَيْكُمْ وَمَٓا اُنْزِلَ اِلَيْهِمْ خَاشِع۪ينَ لِلّٰهِۙ لَا يَشْتَرُونَ بِاٰيَاتِ اللّٰهِ ثَمَناً قَل۪يلاًۜ اُو۬لٰٓئِكَ لَهُمْ اَجْرُهُمْ عِنْدَ رَبِّهِمْۜ اِنَّ اللّٰهَ سَر۪يعُ الْحِسَابِ
493,3,200,Ey iman edenler! Sabredin; (düşman karşısında) dayanışmada bulunun; (savaş için) hazırlıklı ve nöbette bulunun![1] Allah'a karşı takvâlı (duyarlı) olun ki kurtulasınız.,Mehmet Okuyan,يَٓا اَيُّهَا الَّذ۪ينَ اٰمَنُوا اصْبِرُوا وَصَابِرُوا وَرَابِطُوا وَاتَّقُوا اللّٰهَ لَعَلَّكُمْ تُفْلِحُونَ
494,4,1,"Ey insanlar! Sizi tek bir nefisten[1] (candan/cevherden) yaratan, eşini de ondan[2] yaratan; ikisinden birçok erkek ve kadın (meydana getirip) yayan[3]Rabbinize karşı takvâlı (duyarlı) olun! Kendisiyle ilgili birbirinizden dilekte bulunduğunuz Allah'a ve yakınlara karşı takvâlı olun! Şüphesiz ki Allah üzerinizde gözetleyicidir.",Mehmet Okuyan,يَٓا اَيُّهَا النَّاسُ اتَّقُوا رَبَّكُمُ الَّذ۪ي خَلَقَكُمْ مِنْ نَفْسٍ وَاحِدَةٍ وَخَلَقَ مِنْهَا زَوْجَهَا وَبَثَّ مِنْهُمَا رِجَالاً كَث۪يراً وَنِسَٓاءًۚ وَاتَّقُوا اللّٰهَ الَّذ۪ي تَسَٓاءَلُونَ بِه۪ وَالْاَرْحَامَۜ اِنَّ اللّٰهَ كَانَ عَلَيْكُمْ رَق۪يباً
495,4,2,"Yetimlere (yetişkin olduklarında) mallarını verin! Temizi pis olanla değişmeyin! Onların mallarını kendi mallarınıza (katarak kendi malınızmış gibi) yemeyin! Şüphesiz ki o, büyük bir günahtır.",Mehmet Okuyan,وَاٰتُوا الْيَتَامٰٓى اَمْوَالَهُمْ وَلَا تَتَبَدَّلُوا الْخَب۪يثَ بِالطَّيِّبِۖ وَلَا تَأْكُلُٓوا اَمْوَالَهُمْ اِلٰٓى اَمْوَالِكُمْۜ  اِنَّهُ كَانَ حُوباً كَب۪يراً
496,4,3,"(Kendileriyle evlendiğiniz takdirde) yetimlerin haklarını gözetememekten korkarsanız beğendiğiniz (size helal olan) kadınlardan ikişer, üçer, dörder alın! Adil olamamaktan korkarsanız bir tane ile veya sahip olduğunuzla (yetinin)! Bu (davranış), adaletten ayrılmamanız için en uygun olanıdır.[1]",Mehmet Okuyan,وَاِنْ خِفْتُمْ اَلَّا تُـقْسِطُوا فِي الْيَتَامٰى فَانْكِحُوا مَا طَابَ لَكُمْ مِنَ النِّسَٓاءِ مَثْنٰى وَثُلٰثَ وَرُبَاعَۚ فَاِنْ خِفْتُمْ اَلَّا تَعْدِلُوا فَوَاحِدَةً اَوْ مَا مَلَكَتْ اَيْمَانُكُمْۜ ذٰلِكَ اَدْنٰٓى اَلَّا تَعُولُواۜ
497,4,4,Kadınlara mehirlerini gönül rızası ile (cömertçe) verin! Ondan (verdiğiniz mehirden) bir kısmını (gönül hoşluğu ile) size bağışlarlarsa onu da afiyetle yiyin!,Mehmet Okuyan,وَاٰتُوا النِّسَٓاءَ صَدُقَاتِهِنَّ نِحْلَةًۜ  فَاِنْ طِبْنَ لَكُمْ عَنْ شَيْءٍ مِنْهُ نَفْساً فَكُلُوهُ هَن۪ٓيـٔاً مَر۪ٓيـٔاً
498,4,5,"Allah'ın geçiminize dayanak kıldığı mallarınızı aklı ermezlere (muhakemesi henüz gelişmemiş olanlara) vermeyin! Onlarla (kendi mallarıyla) onları besleyin, giydirin ve onlara güzel söz söyleyin!",Mehmet Okuyan,وَلَا تُؤْتُوا السُّفَـهَٓاءَ اَمْوَالَكُمُ الَّت۪ي جَعَلَ اللّٰهُ لَكُمْ قِيَاماً وَارْزُقُوهُمْ ف۪يهَا وَاكْسُوهُمْ وَقُولُوا لَهُمْ قَوْلاً مَعْرُوفاً
499,4,6,"Evlilik çağına gelinceye kadar yetimleri (gözetip) deneyin! Onlarda yetişkinlik[1] görürseniz hemen mallarını kendilerine verin! Büyüyecekler (de geri alacaklar) diye onları (yetimlerin mallarını) israf ile ve tez elden yemeyin! Zengin olan (veli, yetimin malına) tenezzül etmesin; fakir olan da (ihtiyacına) uygun olarak yesin! Mallarını kendilerine verdiğiniz zaman onlarla ilgili şahit bulundurun! Hesap görücü olarak Allah yeter.",Mehmet Okuyan,وَابْتَلُوا الْيَتَامٰى حَتّٰٓى اِذَا بَلَغُوا النِّكَاحَۚ فَاِنْ اٰنَسْتُمْ مِنْهُمْ رُشْداً فَادْفَعُٓوا اِلَيْهِمْ اَمْوَالَهُمْۚ وَلَا تَأْكُلُوهَٓا اِسْرَافاً وَبِدَاراً اَنْ يَكْـبَرُواۜ وَمَنْ كَانَ غَنِياًّ فَلْيَسْتَعْفِفْۚ وَمَنْ كَانَ فَق۪يراً فَلْيَأْكُلْ بِالْمَعْرُوفِۜ فَاِذَا دَفَعْتُمْ اِلَيْهِمْ اَمْوَالَهُمْ فَاَشْهِدُوا عَلَيْهِمْۜ وَكَفٰى بِاللّٰهِ حَس۪يباً
500,4,7,"Gerek azından, gerek çoğundan belirli bir hisse olmak üzere, ana babanın ve yakınların bıraktıklarından erkeklere bir pay vardır; ana babanın ve yakınların bıraktıklarından kadınlara da bir pay vardır.[1]",Mehmet Okuyan,لِلرِّجَالِ نَص۪يبٌ مِمَّا تَرَكَ الْوَالِدَانِ وَالْاَقْرَبُونَۖ وَلِلنِّسَٓاءِ نَص۪يبٌ مِمَّا تَرَكَ الْوَالِدَانِ وَالْاَقْرَبُونَ مِمَّا قَلَّ مِنْهُ اَوْ كَثُرَۜ نَص۪يباً مَفْرُوضاً
501,4,8,"(Mirastan payı olmayan) yakınlar, yetimler ve yoksullar miras paylaşımında hazır bulunduğu zaman, bundan (mirastan) onları da rızıklandırın[1] ve onlara güzel söz söyleyin!",Mehmet Okuyan,وَاِذَا حَضَرَ الْقِسْمَةَ اُو۬لُوا الْقُرْبٰى وَالْيَتَامٰى وَالْمَسَاك۪ينُ فَارْزُقُوهُمْ مِنْهُ وَقُولُوا لَهُمْ قَوْلاً مَعْرُوفاً
502,4,9,"Geriye gücü yetmez nesiller bıraktıkları takdirde (hâlleri ne olur) diye endişe edenler, (yetimlere haksızlık etmekten de) korkup titresinler! Allah'a karşı takvâlı (duyarlı) olsun ve doğru söz söylesinler![1]",Mehmet Okuyan,وَلْيَخْشَ الَّذ۪ينَ لَوْ تَرَكُوا مِنْ خَلْفِهِمْ ذُرِّيَّةً ضِعَافاً خَافُوا عَلَيْهِمْۖ فَلْيَتَّقُوا اللّٰهَ وَلْيَقُولُوا قَوْلاً سَد۪يداً
503,4,10,"Haksızlıkla yetimlerin mallarını yiyenler, şüphesiz karınlarında ancak ateş yemiş olur. Onlar, alevlenmiş ateşe girecektir.",Mehmet Okuyan,اِنَّ الَّذ۪ينَ يَأْكُلُونَ اَمْوَالَ الْيَتَامٰى ظُلْماً اِنَّمَا يَأْكُلُونَ ف۪ي بُطُونِهِمْ نَاراًۜ وَسَيَصْلَوْنَ سَع۪يراً۟
504,4,11,"Allah size, çocuklarınız hakkında, erkeğe, kadının payının iki misli gibi (miras vermenizi) emreder.[1] (Çocuklar) ikiden fazla kadın iseler, (ölünün) bıraktığının üçte ikisi onlarındır. (Mirasçı) tek bir (kadın) ise (mirasın) yarısı onundur. Ölenin çocuğu varsa, ana babasından her birinin mirastan altıda bir payı vardır. Çocuğu yok da ana babası ona mirasçı olmuş ise annesine üçte bir (düşer). Ölenin kardeşleri varsa, annesine altıda bir (düşer. Bütün bu paylar, ölenin daha önce yapmış olduğu) vasiyetten ve/veya borçtan sonradır.[2] Babalarınız ve oğullarınız(dan) hangisinin size yarar bakımından daha yakın olduğunu bilemezsiniz.[3] (Bunlar) Allah tarafından belirlenmiş farzlardır (paylardır). Şüphesiz ki Allah bilendir, doğru hüküm verendir.",Mehmet Okuyan,يُوص۪يكُمُ اللّٰهُ ف۪ٓي اَوْلَادِكُمْ لِلذَّكَرِ مِثْلُ حَظِّ الْاُنْثَيَيْنِۚ فَاِنْ كُنَّ نِسَٓاءً فَوْقَ اثْنَتَيْنِ فَلَهُنَّ ثُلُثَا مَا تَرَكَۚ وَاِنْ كَانَتْ وَاحِدَةً فَلَهَا النِّصْفُۜ وَلِاَبَوَيْهِ لِكُلِّ وَاحِدٍ مِنْهُمَا السُّدُسُ مِمَّا تَرَكَ اِنْ كَانَ لَهُ وَلَدٌۚ فَاِنْ لَمْ يَكُنْ لَهُ وَلَدٌ وَوَرِثَهُٓ اَبَوَاهُ فَلِاُمِّهِ الثُّلُثُۚ فَاِنْ كَانَ لَهُٓ اِخْوَةٌ فَلِاُمِّهِ السُّدُسُ مِنْ بَعْدِ وَصِيَّةٍ يُوص۪ي بِهَٓا اَوْ دَيْنٍۜ اٰبَٓاؤُ۬كُمْ وَاَبْنَٓاؤُ۬كُمْۚ لَا تَدْرُونَ اَيُّهُمْ اَقْرَبُ لَكُمْ نَفْعاًۚ فَر۪يضَةً مِنَ اللّٰهِۜ  اِنَّ اللّٰهَ كَانَ عَل۪يماً حَك۪يماً
505,4,12,"Çocukları yoksa eşlerinizin (hanımlarınızın) bıraktıklarının yarısı sizindir. Yapacakları vasiyetten ve/veya borçtan sonra, onların (eşlerinizin) çocukları varsa bıraktıklarının dörtte biri sizindir. Çocuklarınız yoksa bıraktıklarınızın dörtte biri onların (hanımlarınızın)dır. Çocuğunuz varsa, yapacağınız vasiyetten ve/veya borçtan sonra, bıraktığınızın sekizde biri onlarındır. Bir erkek veya hanım bir kelâle[1] (annesi, babası ve çocukları bulunmayan kişi)nin malı mirasçılara kalırsa ve (başka bir anneden) bir erkek kardeşi veya bir kız kardeşi varsa her birine altıda bir düşer. (Kelâle durumundakinin kardeşleri) bundan fazla iseler, yapılacak vasiyetten ve/veya borçtan sonra üçte bire ortaktırlar.   (Bu vasiyetler ve/veya borçlar) kimse zarara uğratılmaksızın[2] ve Allah'tan size bir vasiyet (farz bir görev) olarak (yapılacak)tır. Allah bilendir, hoşgörülüdür.",Mehmet Okuyan,وَلَكُمْ نِصْفُ مَا تَرَكَ اَزْوَاجُكُمْ اِنْ لَمْ يَكُنْ لَهُنَّ وَلَدٌۚ فَاِنْ كَانَ لَهُنَّ وَلَدٌ فَلَكُمُ الرُّبُعُ مِمَّا تَرَكْنَ مِنْ بَعْدِ وَصِيَّةٍ يُوص۪ينَ بِهَٓا اَوْ دَيْنٍۜ وَلَهُنَّ الرُّبُعُ مِمَّا تَرَكْتُمْ اِنْ لَمْ يَكُنْ لَكُمْ وَلَدٌۚ فَاِنْ كَانَ لَكُمْ وَلَدٌ فَلَهُنَّ الثُّمُنُ مِمَّا تَرَكْتُمْ مِنْ بَعْدِ وَصِيَّةٍ تُوصُونَ بِهَٓا اَوْ دَيْنٍۜ وَاِنْ كَانَ رَجُلٌ يُورَثُ كَلَالَةً اَوِ امْرَاَةٌ وَلَهُٓ اَخٌ اَوْ اُخْتٌ فَلِكُلِّ وَاحِدٍ مِنْهُمَا السُّدُسُۚ فَاِنْ كَانُٓوا اَكْثَرَ مِنْ ذٰلِكَ فَهُمْ شُرَكَٓاءُ فِي الثُّلُثِ مِنْ بَعْدِ وَصِيَّةٍ يُوصٰى بِهَٓا اَوْ دَيْنٍۙ غَيْرَ مُضَٓارٍّۚ وَصِيَّةً مِنَ اللّٰهِۜ وَاللّٰهُ عَل۪يمٌ حَل۪يمٌۜ
506,4,13,"İşte şu(nlar), Allah'ın (koyduğu) sınırlarıdır.[1] Kim Allah'a ve Elçisine gönülden itaat ederse, (Allah) onu, içinde ebedî kalıcılar olarak altlarından ırmaklar akan cennetlere koyar. İşte bu, büyük kurtuluştur.[2]",Mehmet Okuyan,تِلْكَ حُدُودُ اللّٰهِۜ وَمَنْ يُطِـعِ اللّٰهَ وَرَسُولَهُ يُدْخِلْهُ جَنَّاتٍ تَجْر۪ي مِنْ تَحْتِهَا الْاَنْهَارُ خَالِد۪ينَ ف۪يهَاۜ وَذٰلِكَ الْفَوْزُ الْعَظ۪يمُ
507,4,14,"Kim Allah'a ve Elçisine isyan eder ve (Allah'ın) sınırlarını aşarsa, (Allah) onu, içinde ebedî kalacağı ateşe koyar. Onun için küçük düşürücü bir azap vardır.",Mehmet Okuyan,وَمَنْ يَعْصِ اللّٰهَ وَرَسُولَهُ وَيَتَعَدَّ حُدُودَهُ يُدْخِلْهُ نَاراً خَالِداً ف۪يهَاۖ وَلَهُ عَذَابٌ مُه۪ينٌ۟
508,4,15,"Kadınlarınızdan çirkinlik (fuhuş) yapanlara karşı aranızdan dört şahit getirin![1]Şahitlik ederlerse, o (kadı)nları ölüm alıp götürünceye veya Allah onlar için bir yol açıncaya kadar[2] evlerde hapsedin![3]",Mehmet Okuyan,وَالّٰت۪ي يَأْت۪ينَ الْفَاحِشَةَ مِنْ نِسَٓائِكُمْ فَاسْتَشْهِدُوا عَلَيْهِنَّ اَرْبَعَةً مِنْكُمْۚ فَاِنْ شَهِدُوا فَاَمْسِكُوهُنَّ فِي الْبُيُوتِ حَتّٰى يَتَوَفّٰيهُنَّ الْمَوْتُ اَوْ يَجْعَلَ اللّٰهُ لَهُنَّ سَب۪يلاً
509,4,16,"İçinizden onu (o fuhşu) yapan iki erkeği de cezalandırın![1] tevbe eder, kendilerini düzeltirlerse[2] artık onlardan (kendilerine ceza vermekten) vazgeçin! Şüphesiz ki Allah tevbeleri çok kabul edendir, çok merhametlidir.",Mehmet Okuyan,وَالَّذَانِ يَأْتِيَانِهَا مِنْكُمْ فَاٰذُوهُمَاۚ فَاِنْ تَابَا وَاَصْلَحَا فَاَعْرِضُوا عَنْهُمَاۜ اِنَّ اللّٰهَ كَانَ تَـوَّاباً رَح۪يماً
510,4,17,"Allah'ın kabul edeceği tevbe, sadece bilmeden kötülük edip sonra hemen tevbe edenlerin tevbesidir. İşte Allah bunların tevbesini kabul eder.[1] Allah bilendir, doğru hüküm verendir.",Mehmet Okuyan,اِنَّمَا التَّوْبَةُ عَلَى اللّٰهِ لِلَّذ۪ينَ يَعْمَلُونَ السُّٓوءَ بِجَهَالَةٍ ثُمَّ يَتُوبُونَ مِنْ قَر۪يبٍ فَاُو۬لٰٓئِكَ يَتُوبُ اللّٰهُ عَلَيْهِمْۜ وَكَانَ اللّٰهُ عَل۪يماً حَك۪يماً
511,4,18,"Kötülükleri (sürekli) yapıp da içlerinden birine ölüm gelip çatınca ""Ben şimdi tevbe ettim."" diyenler ile kâfir olarak ölmekte olanlar için (kabul edilecek) tevbe yoktur.[1] Onlar için acı bir azap hazırlamış (olacağ)ız.",Mehmet Okuyan,وَلَيْسَتِ التَّوْبَةُ لِلَّذ۪ينَ يَعْمَلُونَ السَّيِّـَٔاتِۚ حَتّٰٓى اِذَا حَضَرَ اَحَدَهُمُ الْمَوْتُ قَالَ اِنّ۪ي تُبْتُ الْـٰٔنَ وَلَا الَّذ۪ينَ يَمُوتُونَ وَهُمْ كُفَّارٌۜ اُو۬لٰٓئِكَ اَعْتَدْنَا لَهُمْ عَذَاباً اَل۪يماً
512,4,19,"Ey iman edenler! Kadınlara zorla mirasçı olmanız size helal değildir. Apaçık bir çirkinlik yapmaları hariç, onlara verdiğinizin (mehrinizin) bir kısmını gidermeniz (geri almanız) için de onları sıkıştırmayın! Onlarla iyi geçinin! Onlardan hoşlanmazsanız, (bilin ki) sizin hoşlanmadığınız bir şeye Allah çok hayır koymuş olabilir.",Mehmet Okuyan,يَٓا اَيُّهَا الَّذ۪ينَ اٰمَنُوا لَا يَحِلُّ لَكُمْ اَنْ تَرِثُوا النِّسَٓاءَ كَرْهاًۜ  وَلَا تَعْضُلُوهُنَّ لِتَذْهَبُوا بِبَعْضِ مَٓا اٰتَيْتُمُوهُنَّ اِلَّٓا اَنْ يَأْت۪ينَ بِفَاحِشَةٍ مُبَيِّنَةٍۚ وَعَاشِرُوهُنَّ بِالْمَعْرُوفِۚ فَاِنْ كَرِهْتُمُوهُنَّ فَعَسٰٓى اَنْ تَكْرَهُوا شَيْـٔاً وَيَجْعَلَ اللّٰهُ ف۪يهِ خَيْراً كَث۪يراً
513,4,20,"Bir eşin yerine (başka) bir eş değiştirmek (yeni bir eş almak) isterseniz, onlardan birine yüklerle (mehir) vermiş olsanız bile ondan hiçbir şeyi (geri) almayın! İftira ederek ve (böylece) apaçık bir günah işleyerek onu (verdiğiniz mehri) geri alır mısınız!",Mehmet Okuyan,وَاِنْ اَرَدْتُمُ اسْتِبْدَالَ زَوْجٍ مَكَانَ زَوْجٍۙ وَاٰتَيْتُمْ اِحْدٰيهُنَّ قِنْطَاراً فَلَا تَأْخُذُوا مِنْهُ شَيْـٔاًۜ اَتَأْخُذُونَهُ بُهْتَاناً وَاِثْماً مُب۪يناً
514,4,21,Daha önce birbirinizle içli dışlı olduğunuz ve (kendilerini koruyacağınıza dair nikâhta) sizden sağlam bir söz almış oldukları hâlde onu (verdiğiniz mehri) nasıl geri alırsınız ki![1],Mehmet Okuyan,وَكَيْفَ تَأْخُذُونَهُ وَقَدْ اَفْضٰى بَعْضُكُمْ اِلٰى بَعْضٍ وَاَخَذْنَ مِنْكُمْ م۪يثَاقاً غَل۪يظاً
515,4,22,"Geçmişte olanlar hariç, babalarınızın evlendiği kadınlarla evlenmeyin! Şüphesiz ki bu bir çirkinliktir; öfke (sebebi)dir ve çok kötü bir yoldur.",Mehmet Okuyan,وَلَا تَنْكِحُوا مَا نَكَحَ اٰبَٓاؤُ۬كُمْ مِنَ النِّسَٓاءِ اِلَّا مَا قَدْ سَلَفَۜ اِنَّهُ كَانَ فَاحِشَةً وَمَقْتاًۜ وَسَٓاءَ سَب۪يلاً۟
